src,hrc_key,desired_metric,achieved_metric,distance_index,distance
People_048_h.jpg,F,0.22354000524961462,0.231602281332016,7,0.00806227608240137
People_048_h.jpg,G,0.1611954868,0.15223319828510284,4,0.008962288514897165
People_049_h.jpg,A,1,1,None,0
People_049_h.jpg,B,0.659951634396917,0.6609065532684326,33,0.0009549188715156642
People_049_h.jpg,C,0.45775766648680044,0.45733675360679626,15,0.00042091288000417615
People_049_h.jpg,D,0.3375324138621293,0.3403547406196594,9,0.002822326757530136
People_049_h.jpg,E,0.26604605095,0.25653761625289917,6,0.009508434697100832
People_049_h.jpg,F,0.22354000524961462,0.23115414381027222,5,0.007614138560657596
People_049_h.jpg,G,0.1611954868,0.16365841031074524,3,0.0024629235107452296
People_050_v.jpg,A,1,1,None,0
People_050_v.jpg,B,0.659951634396917,0.6607210040092468,43,0.0007693696123298732
People_050_v.jpg,C,0.45775766648680044,0.4612750709056854,21,0.003517404418884984
People_050_v.jpg,D,0.3375324138621293,0.3322722911834717,13,0.005260122678657608
People_050_v.jpg,E,0.26604605095,0.2700524926185608,10,0.0040064416685607895
People_050_v.jpg,F,0.22354000524961462,0.22401531040668488,8,0.0004753051570702549
People_050_v.jpg,G,0.1611954868,0.15008744597434998,5,0.011108040825650034
People_051_h.jpg,A,1,1,None,0
People_051_h.jpg,B,0.659951634396917,0.6563401222229004,43,0.0036115121740165623
People_051_h.jpg,C,0.45775766648680044,0.45240500569343567,20,0.005352660793364772
People_051_h.jpg,D,0.3375324138621293,0.3426218628883362,13,0.005089449026206894
People_051_h.jpg,E,0.26604605095,0.25931909680366516,9,0.00672695414633484
People_051_h.jpg,F,0.22354000524961462,0.23485146462917328,8,0.011311459379558658
People_051_h.jpg,G,0.1611954868,0.15983739495277405,5,0.0013580918472259618
People_052_h.jpg,A,1,1,None,0
People_052_h.jpg,B,0.659951634396917,0.6652818322181702,48,0.005330197821253213
People_052_h.jpg,C,0.45775766648680044,0.4549348056316376,25,0.0028228608551628676
People_052_h.jpg,D,0.3375324138621293,0.34193792939186096,17,0.004405515529731674
People_052_h.jpg,E,0.26604605095,0.2756147086620331,13,0.00956865771203308
People_052_h.jpg,F,0.22354000524961462,0.21980835497379303,10,0.003731650275821591
People_052_h.jpg,G,0.1611954868,0.1610930860042572,7,0.00010240079574280747
People_053_h.jpg,A,1,1,None,0
People_053_h.jpg,B,0.659951634396917,0.6591217517852783,35,0.0008298826116386326
People_053_h.jpg,C,0.45775766648680044,0.45065659284591675,16,0.007101073640883693
People_053_h.jpg,D,0.3375324138621293,0.3320077955722809,10,0.005524618289848404
People_053_h.jpg,E,0.26604605095,0.2552511990070343,7,0.0107948519429657
People_053_h.jpg,F,0.22354000524961462,0.22571904957294464,6,0.0021790443233300205
People_053_h.jpg,G,0.1611954868,0.15814584493637085,4,0.00304964186362916
People_054_h.jpg,A,1,1,None,0
People_054_h.jpg,B,0.659951634396917,0.6613171696662903,36,0.0013655352693733303
People_054_h.jpg,C,0.45775766648680044,0.4551333487033844,18,0.0026243177834160414
People_054_h.jpg,D,0.3375324138621293,0.34293070435523987,12,0.00539829049311058
People_054_h.jpg,E,0.26604605095,0.27356693148612976,9,0.007520880536129759
People_054_h.jpg,F,0.22354000524961462,0.22523893415927887,7,0.001698928909664249
People_054_h.jpg,G,0.1611954868,0.170200377702713,5,0.009004890902713003
People_055_h.jpg,A,1,1,None,0
People_055_h.jpg,B,0.659951634396917,0.658968448638916,36,0.0009831857580009373
People_055_h.jpg,C,0.45775766648680044,0.45496827363967896,17,0.0027893928471214857
People_055_h.jpg,D,0.3375324138621293,0.3416888117790222,11,0.004156397916892929
People_055_h.jpg,E,0.26604605095,0.2678077220916748,8,0.0017616711416748032
People_055_h.jpg,F,0.22354000524961462,0.21321511268615723,6,0.010324892563457394
People_055_h.jpg,G,0.1611954868,0.14772361516952515,4,0.013471871630474863
People_056_h.jpg,A,1,1,None,0
People_056_h.jpg,B,0.659951634396917,0.6663458943367004,61,0.0063942599397834865
People_056_h.jpg,C,0.45775766648680044,0.45421087741851807,31,0.0035467890682823744
People_056_h.jpg,D,0.3375324138621293,0.34056979417800903,21,0.0030373803158797452
People_056_h.jpg,E,0.26604605095,0.27363860607147217,16,0.0075925551214721665
People_056_h.jpg,F,0.22354000524961462,0.22883178293704987,13,0.005291777687435245
People_056_h.jpg,G,0.1611954868,0.16326022148132324,9,0.0020647346813232326
People_057_h.jpg,A,1,1,None,0
People_057_h.jpg,B,0.659951634396917,0.6592087745666504,34,0.0007428598302665623
People_057_h.jpg,C,0.45775766648680044,0.4674184322357178,16,0.009660765748917333
People_057_h.jpg,D,0.3375324138621293,0.34748825430870056,10,0.009955840446571274
People_057_h.jpg,E,0.26604605095,0.27077367901802063,7,0.004727628068020628
People_057_h.jpg,F,0.22354000524961462,0.2117270678281784,5,0.011812937421436215
People_057_h.jpg,G,0.1611954868,0.17646797001361847,4,0.01527248321361846
People_058_h.jpg,A,1,1,None,0
People_058_h.jpg,B,0.659951634396917,0.6594591736793518,41,0.0004924607175651463
People_058_h.jpg,C,0.45775766648680044,0.4539920389652252,18,0.003765627521575221
People_058_h.jpg,D,0.3375324138621293,0.3389822244644165,11,0.001449810602287216
People_058_h.jpg,E,0.26604605095,0.27401506900787354,8,0.007969018057873534
People_058_h.jpg,F,0.22354000524961462,0.22206805646419525,6,0.0014719487854193691
People_058_h.jpg,G,0.1611954868,0.16182014346122742,4,0.0006246566612274074
People_059_v.jpg,A,1,1,None,0
